,Name,Rank,Link,Geek Rating,Average ratings,Voters,min_layers,max_layers,min_duration,max_duration,weight
614,Euphoria: Build a Better Dystopia,615,https://boardgamegeek.com/boardgame/133848/euphoria-build-a-better-dystopia,6.877,7.18,11003.0,2,6,60,na,3.11
615,Lacrimosa,616,https://boardgamegeek.com/boardgame/348450/lacrimosa,6.877,7.69,3843.0,1,4,90,na,3.16
616,Regicide,617,https://boardgamegeek.com/boardgame/307002/regicide,6.877,7.42,5926.0,1,4,10,30,1.92
617,Galaxy Trucker (Second Edition),618,https://boardgamegeek.com/boardgame/336794/galaxy-trucker-second-edition,6.877,7.47,5171.0,2,4,20,30,2.3
618,The Vale of Eternity,619,https://boardgamegeek.com/boardgame/385529/the-vale-of-eternity,6.876,7.61,4275.0,2,4,30,45,2.12
619,In the Hall of the Mountain King,620,https://boardgamegeek.com/boardgame/265402/in-the-hall-of-the-mountain-king,6.876,7.59,4571.0,2,5,90,na,2.85
620,One Night Ultimate Werewolf,621,https://boardgamegeek.com/boardgame/147949/one-night-ultimate-werewolf,6.876,7.05,28385.0,3,10,10,na,1.38
621,Time's Up! Title Recall!,622,https://boardgamegeek.com/boardgame/36553/times-up-title-recall,6.875,7.68,3630.0,4,18,60,na,1.18
622,StarCraft: The Board Game,623,https://boardgamegeek.com/boardgame/22827/starcraft-the-board-game,6.873,7.36,7607.0,2,6,180,240,3.86
623,World Wonders,624,https://boardgamegeek.com/boardgame/365258/world-wonders,6.873,7.64,4207.0,1,5,50,70,2.23
624,Taj Mahal,625,https://boardgamegeek.com/boardgame/475/taj-mahal,6.872,7.27,7899.0,2,5,45,90,2.87
625,Sentinels of the Multiverse,626,https://boardgamegeek.com/boardgame/102652/sentinels-of-the-multiverse,6.872,7.14,16126.0,2,5,30,60,2.51
626,Tales of the Arabian Nights,627,https://boardgamegeek.com/boardgame/34119/tales-of-the-arabian-nights,6.872,7.17,12770.0,2,6,120,na,2.15
627,Space Empires 4X,628,https://boardgamegeek.com/boardgame/84419/space-empires-4x,6.872,7.68,3946.0,1,4,60,240,3.36
628,DVONN,629,https://boardgamegeek.com/boardgame/2346/dvonn,6.871,7.45,5373.0,2,na,30,na,2.65
629,Next Station: London,630,https://boardgamegeek.com/boardgame/353545/next-station-london,6.87,7.46,5184.0,1,4,25,30,1.47
630,Skymines,631,https://boardgamegeek.com/boardgame/359438/skymines,6.867,7.99,2681.0,1,4,75,150,3.88
631,Baseball Highlights: 2045,632,https://boardgamegeek.com/boardgame/151022/baseball-highlights-2045,6.864,7.52,4616.0,1,4,45,na,2.2
632,Draftosaurus,633,https://boardgamegeek.com/boardgame/264055/draftosaurus,6.863,7.1,14563.0,2,5,15,na,1.25
633,Kutná Hora: The City of Silver,634,https://boardgamegeek.com/boardgame/385610/kutna-hora-the-city-of-silver,6.863,7.8,3422.0,2,4,60,120,3.31
634,Queendomino,635,https://boardgamegeek.com/boardgame/232043/queendomino,6.863,7.15,11118.0,2,4,25,na,2.06
635,Pax Porfiriana,636,https://boardgamegeek.com/boardgame/128780/pax-porfiriana,6.862,7.66,3763.0,1,6,120,na,3.63
636,Carcassonne: Hunters and Gatherers,637,https://boardgamegeek.com/boardgame/4390/carcassonne-hunters-and-gatherers,6.862,7.13,13165.0,2,5,35,na,1.92
637,Broom Service,638,https://boardgamegeek.com/boardgame/172308/broom-service,6.861,7.16,10598.0,2,5,30,75,2.4
638,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,639,https://boardgamegeek.com/boardgame/133038/pathfinder-adventure-card-game-rise-of-the-runelor,6.86,7.17,12784.0,1,4,90,na,2.72
639,Nexus Ops,640,https://boardgamegeek.com/boardgame/15363/nexus-ops,6.86,7.21,8939.0,2,4,90,na,2.23
640,Star Trek: Ascendancy,641,https://boardgamegeek.com/boardgame/193949/star-trek-ascendancy,6.86,7.82,3640.0,3,na,180,na,3.18
641,Roads & Boats,642,https://boardgamegeek.com/boardgame/875/roads-and-boats,6.859,7.7,3436.0,1,4,240,na,4.2
642,Vinhos,643,https://boardgamegeek.com/boardgame/42052/vinhos,6.858,7.47,4942.0,2,4,60,135,4.2
643,Colosseum,644,https://boardgamegeek.com/boardgame/27746/colosseum,6.858,7.2,9044.0,3,5,60,90,2.76
644,Egizia,645,https://boardgamegeek.com/boardgame/58421/egizia,6.857,7.39,5484.0,2,4,90,na,2.83
645,BattleCON: Devastation of Indines,646,https://boardgamegeek.com/boardgame/123123/battlecon-devastation-of-indines,6.856,7.82,3331.0,1,5,45,na,3.12
646,Dice Throne: Season One,647,https://boardgamegeek.com/boardgame/216734/dice-throne-season-one,6.856,7.51,6039.0,2,6,20,40,2.07
647,Triumph & Tragedy: European Balance of Power 1936-1945,648,https://boardgamegeek.com/boardgame/130960/triumph-and-tragedy-european-balance-of-power-1936,6.855,8.15,2395.0,2,3,240,360,3.41
648,Crusaders: Thy Will Be Done,649,https://boardgamegeek.com/boardgame/170624/crusaders-thy-will-be-done,6.855,7.48,4705.0,2,4,40,60,2.46
649,Warp's Edge,650,https://boardgamegeek.com/boardgame/296237/warps-edge,6.854,7.71,3560.0,1,na,30,45,2.41
650,Bus,651,https://boardgamegeek.com/boardgame/552/bus,6.853,7.62,3730.0,3,5,120,na,3.05
651,Unlock!: Heroic Adventures,652,https://boardgamegeek.com/boardgame/266121/unlock-heroic-adventures,6.852,7.62,3833.0,1,6,60,na,2.23
652,Aeon Trespass: Odyssey,653,https://boardgamegeek.com/boardgame/242705/aeon-trespass-odyssey,6.851,9.04,2285.0,1,4,90,na,4.74
653,AquaSphere,654,https://boardgamegeek.com/boardgame/159508/aquasphere,6.851,7.25,7463.0,2,4,100,na,3.68
654,Weather Machine,655,https://boardgamegeek.com/boardgame/237179/weather-machine,6.849,7.79,3381.0,2,4,60,150,4.6
655,Tobago,656,https://boardgamegeek.com/boardgame/42215/tobago,6.848,7.1,12243.0,2,4,60,na,2.13
656,Detective: City of Angels,657,https://boardgamegeek.com/boardgame/218074/detective-city-of-angels,6.848,7.89,2897.0,1,5,30,150,2.35
657,Cooper Island,658,https://boardgamegeek.com/boardgame/269511/cooper-island,6.846,7.58,4084.0,1,4,60,120,4.17
658,The Colonists,659,https://boardgamegeek.com/boardgame/192836/the-colonists,6.845,7.55,4255.0,1,4,30,360,4.07
659,Paperback,660,https://boardgamegeek.com/boardgame/141572/paperback,6.845,7.12,10978.0,2,5,45,na,2.0
660,Azul: Queen's Garden,661,https://boardgamegeek.com/boardgame/346965/azul-queens-garden,6.844,7.48,4997.0,2,4,45,60,2.94
661,Take 5,662,https://boardgamegeek.com/boardgame/432/take-5,6.843,6.97,29751.0,2,10,45,na,1.19
662,Horizons of Spirit Island,663,https://boardgamegeek.com/boardgame/367498/horizons-of-spirit-island,6.842,8.2,2208.0,1,3,90,120,3.54
663,Coup,664,https://boardgamegeek.com/boardgame/131357/coup,6.842,6.98,47630.0,2,6,15,na,1.41
664,Cuba Libre,665,https://boardgamegeek.com/boardgame/111799/cuba-libre,6.841,7.68,3521.0,1,4,180,na,3.61
665,Unmatched Adventures: Tales to Amaze,666,https://boardgamegeek.com/boardgame/381297/unmatched-adventures-tales-to-amaze,6.84,8.1,2525.0,1,4,20,60,2.24
666,Creature Comforts,667,https://boardgamegeek.com/boardgame/304051/creature-comforts,6.84,7.47,5303.0,1,5,45,na,2.35
667,Pagan: Fate of Roanoke,668,https://boardgamegeek.com/boardgame/319910/pagan-fate-of-roanoke,6.84,8.04,2584.0,2,na,30,60,3.03
668,Project: ELITE,669,https://boardgamegeek.com/boardgame/256999/project-elite,6.839,7.97,2675.0,1,6,60,na,2.48
669,Struggle of Empires,670,https://boardgamegeek.com/boardgame/9625/struggle-of-empires,6.838,7.54,4272.0,2,7,180,240,3.59
670,Silver & Gold,671,https://boardgamegeek.com/boardgame/270673/silver-and-gold,6.838,7.2,8262.0,2,4,20,na,1.19
671,Unmatched: Jurassic Park – InGen vs Raptors,672,https://boardgamegeek.com/boardgame/284777/unmatched-jurassic-park-ingen-vs-raptors,6.837,8.13,2458.0,2,na,20,40,2.0
672,Shards of Infinity,673,https://boardgamegeek.com/boardgame/244115/shards-of-infinity,6.837,7.47,5079.0,2,4,30,na,2.05
673,My Father's Work,674,https://boardgamegeek.com/boardgame/328866/my-fathers-work,6.836,7.88,3047.0,2,4,180,na,3.12
674,Automobile,675,https://boardgamegeek.com/boardgame/39351/automobile,6.832,7.33,5804.0,3,5,120,na,3.53
675,HeroQuest,676,https://boardgamegeek.com/boardgame/699/heroquest,6.829,7.21,14011.0,2,5,90,na,2.14
676,Coloretto,677,https://boardgamegeek.com/boardgame/5782/coloretto,6.827,6.98,21543.0,2,5,30,na,1.27
677,Francis Drake,678,https://boardgamegeek.com/boardgame/140603/francis-drake,6.826,7.38,5269.0,3,5,90,120,2.91
678,Carson City,679,https://boardgamegeek.com/boardgame/39938/carson-city,6.823,7.21,7317.0,2,5,90,na,3.18
679,Evolution,680,https://boardgamegeek.com/boardgame/155703/evolution,6.822,7.04,17138.0,2,6,60,na,2.43
680,Whitehall Mystery,681,https://boardgamegeek.com/boardgame/190082/whitehall-mystery,6.822,7.53,4195.0,2,4,45,60,2.12
681,Medici,682,https://boardgamegeek.com/boardgame/46/medici,6.822,7.18,8386.0,2,6,60,na,2.22
682,The Battle of Five Armies,683,https://boardgamegeek.com/boardgame/135219/the-battle-of-five-armies,6.821,7.86,2980.0,2,na,90,240,3.58
683,Thebes,684,https://boardgamegeek.com/boardgame/30869/thebes,6.821,7.13,9981.0,2,4,60,na,2.16
684,A Game of Thrones,685,https://boardgamegeek.com/boardgame/6472/a-game-of-thrones,6.82,7.17,10621.0,3,5,180,na,3.45
685,Zombicide,686,https://boardgamegeek.com/boardgame/113924/zombicide,6.82,7.1,19018.0,1,6,60,na,2.53
686,Zombicide: Green Horde,687,https://boardgamegeek.com/boardgame/224710/zombicide-green-horde,6.82,7.69,4350.0,1,6,60,na,2.47
687,Conan,688,https://boardgamegeek.com/boardgame/160010/conan,6.819,7.64,4660.0,2,5,90,na,2.77
688,Hammer of the Scots,689,https://boardgamegeek.com/boardgame/3685/hammer-of-the-scots,6.817,7.53,4163.0,2,na,120,180,2.95
689,Star Wars: Destiny,690,https://boardgamegeek.com/boardgame/205359/star-wars-destiny,6.816,7.44,5508.0,2,na,30,na,2.45
690,Gears of War: The Board Game,691,https://boardgamegeek.com/boardgame/42776/gears-of-war-the-board-game,6.815,7.47,5133.0,1,4,60,180,2.88
691,Knarr,692,https://boardgamegeek.com/boardgame/379629/knarr,6.813,7.5,4240.0,2,4,30,na,1.92
692,Quantum,693,https://boardgamegeek.com/boardgame/143519/quantum,6.813,7.23,7666.0,2,4,60,na,2.47
693,Bullet♥︎,694,https://boardgamegeek.com/boardgame/307305/bullet-love,6.811,7.63,3639.0,1,4,10,20,2.12
694,A Game of Thrones: The Card Game (Second Edition),695,https://boardgamegeek.com/boardgame/169255/a-game-of-thrones-the-card-game-second-edition,6.81,7.5,5009.0,2,4,60,120,3.53
695,Golem,696,https://boardgamegeek.com/boardgame/298383/golem,6.809,7.56,3955.0,1,4,90,120,4.01
696,Blood Bowl (2016 Edition),697,https://boardgamegeek.com/boardgame/212445/blood-bowl-2016-edition,6.806,7.97,2743.0,2,na,60,180,3.56
697,Formula D,698,https://boardgamegeek.com/boardgame/37904/formula-d,6.806,6.99,19798.0,2,10,60,na,1.97
698,Betrayal at House on the Hill,699,https://boardgamegeek.com/boardgame/10547/betrayal-at-house-on-the-hill,6.805,7.02,46928.0,3,6,60,na,2.4
699,Mare Nostrum: Empires,700,https://boardgamegeek.com/boardgame/174785/mare-nostrum-empires,6.805,7.53,4216.0,3,5,90,120,2.99
700,The Downfall of Pompeii,701,https://boardgamegeek.com/boardgame/13004/the-downfall-of-pompeii,6.804,7.16,8428.0,2,4,45,na,1.84
701,Photosynthesis,702,https://boardgamegeek.com/boardgame/218603/photosynthesis,6.804,6.97,24221.0,2,4,30,60,2.26
702,Mosaic: A Story of Civilization,703,https://boardgamegeek.com/boardgame/329551/mosaic-a-story-of-civilization,6.801,7.54,4066.0,2,6,120,na,2.98
703,A Fake Artist Goes to New York,704,https://boardgamegeek.com/boardgame/135779/a-fake-artist-goes-to-new-york,6.801,7.14,8815.0,5,10,20,na,1.11
704,Time's Up!,705,https://boardgamegeek.com/boardgame/1353/times-up,6.801,7.28,5955.0,4,18,90,na,1.2
705,Taluva,706,https://boardgamegeek.com/boardgame/24508/taluva,6.801,7.14,8792.0,2,4,45,na,2.25
706,Three Sisters,707,https://boardgamegeek.com/boardgame/291845/three-sisters,6.8,7.58,3724.0,1,4,30,60,2.67
707,War of the Ring: The Card Game,708,https://boardgamegeek.com/boardgame/362944/war-of-the-ring-the-card-game,6.8,7.71,3503.0,2,4,90,120,2.95
708,Between Two Castles of Mad King Ludwig,709,https://boardgamegeek.com/boardgame/258036/between-two-castles-of-mad-king-ludwig,6.798,7.24,6614.0,2,7,45,60,2.17
709,Yellow & Yangtze,710,https://boardgamegeek.com/boardgame/244114/yellow-and-yangtze,6.798,7.82,2772.0,2,4,90,na,3.07
710,First Rat,711,https://boardgamegeek.com/boardgame/347703/first-rat,6.797,7.57,3615.0,1,5,30,75,2.27
711,Telestrations: 12 Player Party Pack,712,https://boardgamegeek.com/boardgame/153016/telestrations-12-player-party-pack,6.796,7.73,3098.0,4,12,30,na,1.06
712,Magic Maze,713,https://boardgamegeek.com/boardgame/209778/magic-maze,6.795,6.95,21976.0,1,8,15,na,1.75
713,Kingdom Builder,714,https://boardgamegeek.com/boardgame/107529/kingdom-builder,6.794,6.94,23716.0,2,4,45,na,2.07
714,Disney Villainous: Wicked to the Core,715,https://boardgamegeek.com/boardgame/271518/disney-villainous-wicked-to-the-core,6.793,7.53,4717.0,2,3,40,60,2.36
715,Lord of the Rings: The Confrontation,716,https://boardgamegeek.com/boardgame/3201/lord-of-the-rings-the-confrontation,6.793,7.22,7039.0,2,na,30,na,2.15
716,Cacao,717,https://boardgamegeek.com/boardgame/171499/cacao,6.793,7.08,11088.0,2,4,45,na,1.82
717,Pax Renaissance,718,https://boardgamegeek.com/boardgame/198953/pax-renaissance,6.791,7.98,2455.0,2,4,60,120,4.46
718,Elder Sign,719,https://boardgamegeek.com/boardgame/100423/elder-sign,6.79,6.97,25491.0,1,8,90,na,2.34
719,Bloodborne: The Board Game,720,https://boardgamegeek.com/boardgame/273330/bloodborne-the-board-game,6.79,7.79,3703.0,1,4,45,75,3.09
720,Fort,721,https://boardgamegeek.com/boardgame/296912/fort,6.79,7.1,10274.0,2,4,20,40,2.45
721,Unmatched Game System,722,https://boardgamegeek.com/boardgame/295564/unmatched-game-system,6.789,8.24,2089.0,2,4,20,40,1.97
722,Trains,723,https://boardgamegeek.com/boardgame/121408/trains,6.789,7.13,8504.0,2,4,45,na,2.38
723,Beer & Bread,724,https://boardgamegeek.com/boardgame/369880/beer-and-bread,6.789,7.44,4501.0,2,na,30,45,2.33
724,Living Forest,725,https://boardgamegeek.com/boardgame/328479/living-forest,6.788,7.26,6537.0,1,4,40,na,2.21
725,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,726,https://boardgamegeek.com/boardgame/183562/star-wars-x-wing-miniatures-game-the-force-awakens,6.787,7.73,3161.0,2,na,30,45,2.84
726,The Republic of Rome,727,https://boardgamegeek.com/boardgame/1513/the-republic-of-rome,6.787,7.54,4226.0,1,6,300,na,4.37
727,Trails of Tucana,728,https://boardgamegeek.com/boardgame/283864/trails-of-tucana,6.787,7.39,4667.0,1,8,15,na,1.24
728,Mr. Jack,729,https://boardgamegeek.com/boardgame/21763/mr-jack,6.786,6.97,18252.0,2,na,30,na,2.17
729,Cribbage,730,https://boardgamegeek.com/boardgame/2398/cribbage,6.786,7.1,10271.0,2,6,30,na,1.9
730,One Night Ultimate Werewolf: Daybreak,731,https://boardgamegeek.com/boardgame/163166/one-night-ultimate-werewolf-daybreak,6.785,7.29,6074.0,3,10,10,na,1.39
731,Brian Boru: High King of Ireland,732,https://boardgamegeek.com/boardgame/337765/brian-boru-high-king-of-ireland,6.784,7.5,3821.0,3,5,60,90,2.56
732,Merv: The Heart of the Silk Road,733,https://boardgamegeek.com/boardgame/306040/merv-the-heart-of-the-silk-road,6.784,7.51,4004.0,1,4,90,na,3.43
733,Snowdonia,734,https://boardgamegeek.com/boardgame/119432/snowdonia,6.782,7.32,5023.0,1,5,30,90,2.99
734,Verdant,735,https://boardgamegeek.com/boardgame/334065/verdant,6.782,7.36,5226.0,1,5,45,60,2.08
735,Chronicles of Crime: 1400,736,https://boardgamegeek.com/boardgame/300300/chronicles-of-crime-1400,6.782,7.71,3889.0,1,4,60,90,1.98
736,Civilization: A New Dawn,737,https://boardgamegeek.com/boardgame/233247/civilization-a-new-dawn,6.78,7.26,7030.0,2,4,60,120,3.16
737,Summoner Wars,738,https://boardgamegeek.com/boardgame/58281/summoner-wars,6.777,7.23,6659.0,2,4,30,60,2.34
738,Dominant Species: Marine,739,https://boardgamegeek.com/boardgame/262941/dominant-species-marine,6.777,7.94,2389.0,2,4,90,150,3.7
739,Railroad Ink Challenge: Lush Green Edition,740,https://boardgamegeek.com/boardgame/306881/railroad-ink-challenge-lush-green-edition,6.776,7.63,3240.0,1,4,15,30,2.14
740,Shakespeare,741,https://boardgamegeek.com/boardgame/180511/shakespeare,6.775,7.41,4427.0,1,4,20,90,2.99
741,Barcelona,742,https://boardgamegeek.com/boardgame/383607/barcelona,6.775,7.77,2881.0,1,4,60,90,3.37
742,Feudum,743,https://boardgamegeek.com/boardgame/163839/feudum,6.774,7.59,3955.0,2,5,80,180,4.58
743,Escape: The Curse of the Temple,744,https://boardgamegeek.com/boardgame/113294/escape-the-curse-of-the-temple,6.773,6.96,17115.0,1,5,10,na,1.48
744,AuZtralia,745,https://boardgamegeek.com/boardgame/231581/auztralia,6.773,7.36,4912.0,1,4,30,120,2.88
745,The Oracle of Delphi,746,https://boardgamegeek.com/boardgame/193558/the-oracle-of-delphi,6.773,7.3,5270.0,2,4,70,100,3.03
746,Scholars of the South Tigris,747,https://boardgamegeek.com/boardgame/367041/scholars-of-the-south-tigris,6.773,8.08,2153.0,1,4,60,90,4.07
747,Churchill,748,https://boardgamegeek.com/boardgame/132018/churchill,6.772,7.67,3174.0,1,3,60,300,3.37
748,KeyForge: Call of the Archons,749,https://boardgamegeek.com/boardgame/257501/keyforge-call-of-the-archons,6.772,7.1,11462.0,2,na,15,45,2.48
749,Twilight Inscription,750,https://boardgamegeek.com/boardgame/361545/twilight-inscription,6.772,7.48,4145.0,1,8,90,120,3.2
750,High Frontier 4 All,751,https://boardgamegeek.com/boardgame/281655/high-frontier-4-all,6.771,8.43,1870.0,1,5,30,240,4.81
751,Sub Terra,752,https://boardgamegeek.com/boardgame/204472/sub-terra,6.771,7.37,5528.0,1,6,60,na,2.15
752,The Adventures of Robin Hood,753,https://boardgamegeek.com/boardgame/326494/the-adventures-of-robin-hood,6.771,7.48,4211.0,2,4,60,na,1.83
753,Unlock!: Timeless Adventures,754,https://boardgamegeek.com/boardgame/279613/unlock-timeless-adventures,6.771,7.77,2728.0,1,6,60,90,2.0
754,Disney Villainous: Evil Comes Prepared,755,https://boardgamegeek.com/boardgame/284760/disney-villainous-evil-comes-prepared,6.77,7.52,4449.0,2,3,40,60,2.33
755,Torres,756,https://boardgamegeek.com/boardgame/88/torres,6.77,7.09,9774.0,2,4,60,na,2.86
756,The Magnificent,757,https://boardgamegeek.com/boardgame/283863/the-magnificent,6.769,7.51,3839.0,1,4,60,90,3.12
757,Star Wars: The Clone Wars,758,https://boardgamegeek.com/boardgame/370913/star-wars-the-clone-wars,6.769,7.58,3778.0,1,5,60,na,2.14
758,Belfort,759,https://boardgamegeek.com/boardgame/50750/belfort,6.768,7.21,6399.0,2,5,120,na,3.04
759,Mexica,760,https://boardgamegeek.com/boardgame/2955/mexica,6.767,7.25,5959.0,2,4,90,na,2.68
760,Dune: War for Arrakis,761,https://boardgamegeek.com/boardgame/367150/dune-war-for-arrakis,6.767,8.53,1845.0,1,4,120,na,3.58
761,Cuba,762,https://boardgamegeek.com/boardgame/30380/cuba,6.766,7.12,8371.0,2,5,75,120,3.26
762,Ascension: Deckbuilding Game,763,https://boardgamegeek.com/boardgame/69789/ascension-deckbuilding-game,6.765,7.04,13629.0,1,4,30,na,2.14
763,Mille Fiori,764,https://boardgamegeek.com/boardgame/346501/mille-fiori,6.765,7.42,4176.0,2,4,60,90,2.19
764,D-Day at Omaha Beach,765,https://boardgamegeek.com/boardgame/29603/d-day-at-omaha-beach,6.764,8.3,1918.0,1,2,120,480,3.48
765,Treasure Island,766,https://boardgamegeek.com/boardgame/242639/treasure-island,6.763,7.22,6484.0,2,5,45,na,2.21
766,Can't Stop,767,https://boardgamegeek.com/boardgame/41/cant-stop,6.761,6.92,19063.0,2,4,30,na,1.14
767,Yamataï,768,https://boardgamegeek.com/boardgame/213893/yamatai,6.758,7.19,6742.0,2,4,40,80,2.96
768,Tokaido,769,https://boardgamegeek.com/boardgame/123540/tokaido,6.757,6.92,26579.0,2,5,45,na,1.74
769,Whistle Mountain,770,https://boardgamegeek.com/boardgame/301255/whistle-mountain,6.757,7.56,3389.0,2,4,60,90,3.0
770,Luna,771,https://boardgamegeek.com/boardgame/70512/luna,6.757,7.29,5136.0,1,4,60,100,3.32
771,The Bloody Inn,772,https://boardgamegeek.com/boardgame/180593/the-bloody-inn,6.756,7.06,9764.0,1,4,30,60,2.36
772,Ashes Reborn: Rise of the Phoenixborn,773,https://boardgamegeek.com/boardgame/167400/ashes-reborn-rise-of-the-phoenixborn,6.756,7.3,6174.0,2,4,30,120,2.9
773,Dixit: Journey,774,https://boardgamegeek.com/boardgame/121288/dixit-journey,6.756,7.39,4616.0,3,6,30,na,1.26
774,Oh My Goods!,775,https://boardgamegeek.com/boardgame/183840/oh-my-goods,6.755,7.0,13005.0,2,4,30,na,2.3
775,Myrmes,776,https://boardgamegeek.com/boardgame/126792/myrmes,6.755,7.26,5612.0,2,4,60,120,3.45
776,Ticket to Ride: Rails & Sails,777,https://boardgamegeek.com/boardgame/202670/ticket-to-ride-rails-and-sails,6.754,7.43,4729.0,2,5,60,120,2.48
777,Babylonia,778,https://boardgamegeek.com/boardgame/266164/babylonia,6.754,7.66,2907.0,2,4,60,na,2.38
778,Onirim (Second Edition),779,https://boardgamegeek.com/boardgame/156336/onirim-second-edition,6.753,7.05,10570.0,1,2,15,na,1.6
779,The Estates,780,https://boardgamegeek.com/boardgame/249381/the-estates,6.753,7.42,3986.0,2,5,40,60,2.32
780,Century: A New World,781,https://boardgamegeek.com/boardgame/270970/century-a-new-world,6.752,7.31,5100.0,2,4,30,45,2.12
781,Exit: The Game – The Pharaoh's Tomb,782,https://boardgamegeek.com/boardgame/203416/exit-the-game-the-pharaohs-tomb,6.752,7.15,6707.0,1,6,45,90,2.76
782,Love Letter: Batman,783,https://boardgamegeek.com/boardgame/168584/love-letter-batman,6.751,7.27,5703.0,2,4,20,na,1.19
783,Carcassonne: The Castle,784,https://boardgamegeek.com/boardgame/7717/carcassonne-the-castle,6.751,7.1,8408.0,2,na,30,45,1.98
784,Smash Up: Awesome Level 9000,785,https://boardgamegeek.com/boardgame/134726/smash-up-awesome-level-9000,6.75,7.22,7108.0,2,na,45,na,2.12
785,Arkwright,786,https://boardgamegeek.com/boardgame/154825/arkwright,6.75,7.79,2582.0,2,4,120,240,4.59
786,Space Hulk: Death Angel – The Card Game,787,https://boardgamegeek.com/boardgame/71721/space-hulk-death-angel-the-card-game,6.75,7.0,13477.0,1,6,30,60,2.41
787,Earth Reborn,788,https://boardgamegeek.com/boardgame/73171/earth-reborn,6.75,7.61,3374.0,2,4,180,na,3.9
788,Trismegistus: The Ultimate Formula,789,https://boardgamegeek.com/boardgame/281442/trismegistus-the-ultimate-formula,6.75,7.58,3581.0,1,4,90,120,4.18
789,Tash-Kalar: Arena of Legends,790,https://boardgamegeek.com/boardgame/146278/tash-kalar-arena-of-legends,6.749,7.16,7201.0,2,4,30,na,2.84
790,Wir sind das Volk!,791,https://boardgamegeek.com/boardgame/165401/wir-sind-das-volk,6.749,7.79,2611.0,2,na,60,150,3.74
791,Fury of Dracula (Second Edition),792,https://boardgamegeek.com/boardgame/20963/fury-of-dracula-second-edition,6.748,7.09,9350.0,2,5,180,na,2.95
792,7 Wonders: Architects,793,https://boardgamegeek.com/boardgame/346703/7-wonders-architects,6.747,7.04,10835.0,2,7,25,na,1.36
793,Shadows of Brimstone: Swamps of Death,794,https://boardgamegeek.com/boardgame/150997/shadows-of-brimstone-swamps-of-death,6.746,8.03,2463.0,1,4,90,180,3.4
794,Leaving Earth,795,https://boardgamegeek.com/boardgame/173064/leaving-earth,6.743,7.73,2914.0,1,5,60,180,3.76
795,The Shipwreck Arcana,796,https://boardgamegeek.com/boardgame/220517/the-shipwreck-arcana,6.743,7.43,3955.0,2,5,10,30,2.24
796,Dragon Castle,797,https://boardgamegeek.com/boardgame/232219/dragon-castle,6.742,7.12,7858.0,1,4,30,45,2.0
797,Defenders of the Realm,798,https://boardgamegeek.com/boardgame/65532/defenders-of-the-realm,6.742,7.28,5500.0,1,4,90,na,2.7
798,Prêt-à-Porter,799,https://boardgamegeek.com/boardgame/87890/pret-a-porter,6.741,7.3,4945.0,2,4,90,na,3.56
799,Diplomacy,800,https://boardgamegeek.com/boardgame/483/diplomacy,6.74,7.04,13442.0,2,7,360,na,3.33
800,Wits & Wagers,801,https://boardgamegeek.com/boardgame/20100/wits-and-wagers,6.739,6.93,15494.0,3,7,25,na,1.21
801,BANG! The Dice Game,802,https://boardgamegeek.com/boardgame/143741/bang-the-dice-game,6.739,6.89,24841.0,3,8,15,na,1.28
802,Steampunk Rally,803,https://boardgamegeek.com/boardgame/162007/steampunk-rally,6.738,7.16,6901.0,2,8,45,60,2.62
803,Shikoku 1889,804,https://boardgamegeek.com/boardgame/23540/shikoku-1889,6.738,7.99,2118.0,2,6,180,240,3.86
804,My Little Scythe,805,https://boardgamegeek.com/boardgame/226320/my-little-scythe,6.737,7.23,5888.0,1,6,45,60,2.02
805,Messina 1347,806,https://boardgamegeek.com/boardgame/238799/messina-1347,6.737,7.56,3299.0,1,4,60,140,3.59
806,City of the Big Shoulders,807,https://boardgamegeek.com/boardgame/214880/city-of-the-big-shoulders,6.736,7.75,2683.0,2,4,120,180,4.01
807,Crystal Palace,808,https://boardgamegeek.com/boardgame/280480/crystal-palace,6.736,7.51,3467.0,2,5,60,150,3.78
808,Maquis,809,https://boardgamegeek.com/boardgame/148729/maquis,6.735,7.46,3892.0,1,na,30,na,2.19
809,Villagers,810,https://boardgamegeek.com/boardgame/241724/villagers,6.735,7.14,7647.0,1,5,30,60,2.22
810,Witchstone,811,https://boardgamegeek.com/boardgame/318560/witchstone,6.735,7.55,3370.0,2,4,60,90,2.76
811,Federation,812,https://boardgamegeek.com/boardgame/345868/federation,6.734,7.9,2367.0,2,4,60,120,3.75
812,K2,813,https://boardgamegeek.com/boardgame/73761/k2,6.734,7.01,10628.0,1,5,60,na,2.24
813,Empire of the Sun: The Pacific War 1941-1945,814,https://boardgamegeek.com/boardgame/11825/empire-of-the-sun-the-pacific-war-1941-1945,6.734,8.27,2029.0,1,2,360,na,4.38
814,ZhanGuo,815,https://boardgamegeek.com/boardgame/160495/zhanguo,6.733,7.55,3273.0,2,4,60,120,3.82
815,Specter Ops,816,https://boardgamegeek.com/boardgame/155624/specter-ops,6.733,7.17,6474.0,2,5,60,120,2.4
816,The Networks,817,https://boardgamegeek.com/boardgame/72321/the-networks,6.732,7.15,6624.0,1,5,60,90,2.6
817,Coal Baron,818,https://boardgamegeek.com/boardgame/143515/coal-baron,6.731,7.27,5071.0,2,4,60,75,2.54
